source_gene_symbol	source_gene_symbol	target_gene_symbol	value
LSM5	LSM5	FOSL1	0.32315270936
IFRD2	IFRD2	FOSL1	0.020197044335
TSC22D3	TSC22D3	FOSL1	-0.780295566502
CREG1	CREG1	FOSL1	-0.559113300493
TCEAL4	TCEAL4	FOSL1	-0.792610837438
MUC1	MUC1	FOSL1	-0.708374384236
TOP2A	TOP2A	FOSL1	0.715763546798
DUSP6	DUSP6	FOSL1	-0.193596059113
CAPN1	CAPN1	FOSL1	-0.73645320197
CCNB2	CCNB2	FOSL1	0.708374384236
TXNRD1	TXNRD1	FOSL1	-0.744827586207
TSPAN4	TSPAN4	FOSL1	0.188177339901
TUBB6	TUBB6	FOSL1	0.558620689655
GAPDH	GAPDH	FOSL1	-0.312807881773
E2F2	E2F2	GAPDH	-0.304433497537
RGS2	RGS2	GAPDH	0.294088669951
ACLY	ACLY	GAPDH	0.398522167488
APP	APP	GAPDH	0.786206896552
CCNB1	CCNB1	GAPDH	-0.272906403941
PCNA	PCNA	GAPDH	-0.0743842364532
HSPB1	HSPB1	GAPDH	0.812807881773
BIRC5	BIRC5	GAPDH	-0.27684729064
CDC20	CDC20	GAPDH	-0.45763546798
UBE2C	UBE2C	GAPDH	-0.404433497537
LSM5	LSM5	GAPDH	-0.331034482759
IFRD2	IFRD2	GAPDH	0.185714285714
TSC22D3	TSC22D3	GAPDH	0.580295566502
CREG1	CREG1	GAPDH	0.770935960591
TCEAL4	TCEAL4	GAPDH	0.486699507389
MUC1	MUC1	GAPDH	0.571428571429
TOP2A	TOP2A	GAPDH	-0.215270935961
DUSP6	DUSP6	GAPDH	-0.359113300493
CAPN1	CAPN1	GAPDH	0.518719211823
CCNB2	CCNB2	GAPDH	-0.37881773399
TXNRD1	TXNRD1	GAPDH	0.583743842365
TSPAN4	TSPAN4	GAPDH	0.104926108374
TUBB6	TUBB6	GAPDH	-0.261083743842
FOSL1	FOSL1	GAPDH	-0.312807881773
